model,strategy,initial_capital,max_bet_pct,liquidity_scaler,n_signals,n_executed,final_capital,roi,max_drawdown,skipped_capital,skipped_concentration
naive_consensus,phat_gt_0.95,100000,0.1,1.0,21603,5589,102659.21777101645,0.026592177710164543,19.590526315791067,0,8833
naive_consensus,phat_gt_0.95,100000,0.1,0.1,21603,3778,99663.4101947354,-0.0033658980526459345,347.25896315930004,0,0
naive_consensus,phat_gt_0.95,1000000,0.01,1.0,21603,9629,1004481.315526307,0.0044813155263069785,19.59052631596569,0,0
naive_consensus,phat_gt_0.95,1000000,0.01,0.1,21603,3778,999663.4101947406,-0.0003365898052593693,347.2589631548617,0,0
naive_consensus,phat_gt_0.95,1000000,0.05,1.0,21603,9629,1004481.315526307,0.0044813155263069785,19.59052631596569,0,0
naive_consensus,phat_gt_0.95,1000000,0.05,0.1,21603,3778,999663.4101947406,-0.0003365898052593693,347.2589631548617,0,0
naive_consensus,phat_gt_0.95,1000000,0.1,1.0,21603,9629,1004481.315526307,0.0044813155263069785,19.59052631596569,0,0
naive_consensus,phat_gt_0.95,1000000,0.1,0.1,21603,3778,999663.4101947406,-0.0003365898052593693,347.2589631548617,0,0
naive_consensus,phat_gt_0.99,1000,0.01,1.0,3936,1482,789.4924187791356,-0.21050758122086438,210.50758122086438,0,974
naive_consensus,phat_gt_0.99,1000,0.01,0.1,3936,946,718.3637060273023,-0.2816362939726977,281.6362939726977,0,553
naive_consensus,phat_gt_0.99,1000,0.05,1.0,3936,1446,2036.499178289822,1.036499178289822,4.585421052631318,0,1108
naive_consensus,phat_gt_0.99,1000,0.05,0.1,3936,913,907.4688344399025,-0.09253116556009752,97.57906176984022,0,536
naive_consensus,phat_gt_0.99,1000,0.1,1.0,3936,1450,2326.904801495255,1.326904801495255,4.585421052631318,0,1103
naive_consensus,phat_gt_0.99,1000,0.1,0.1,3936,898,984.1107016007493,-0.01588929839925072,47.80462712864687,0,757
naive_consensus,phat_gt_0.99,10000,0.01,1.0,3936,1688,11412.197837634927,0.1412197837634927,4.585421052637685,0,604
naive_consensus,phat_gt_0.99,10000,0.01,0.1,3936,1159,9976.811230807569,-0.002318876919243121,53.53305752984488,0,0
naive_consensus,phat_gt_0.99,10000,0.05,1.0,3936,1681,11415.429225484679,0.14154292254846787,4.585421052637685,0,612
naive_consensus,phat_gt_0.99,10000,0.05,0.1,3936,1159,9978.654263157838,-0.0021345736842162295,51.818010526374565,0,0
naive_consensus,phat_gt_0.99,10000,0.1,1.0,3936,1681,11415.429225484679,0.14154292254846787,4.585421052637685,0,612
naive_consensus,phat_gt_0.99,10000,0.1,0.1,3936,1159,9978.654263157838,-0.0021345736842162295,51.818010526374565,0,0
naive_consensus,phat_gt_0.99,100000,0.01,1.0,3936,2105,101760.23952631564,0.017602395263156358,4.585421052601305,0,0
naive_consensus,phat_gt_0.99,100000,0.01,0.1,3936,1159,99978.6542631567,-0.00021345736843300984,51.81801052711671,0,0
naive_consensus,phat_gt_0.99,100000,0.05,1.0,3936,2105,101760.23952631564,0.017602395263156358,4.585421052601305,0,0
naive_consensus,phat_gt_0.99,100000,0.05,0.1,3936,1159,99978.6542631567,-0.00021345736843300984,51.81801052711671,0,0
naive_consensus,phat_gt_0.99,100000,0.1,1.0,3936,2105,101760.23952631564,0.017602395263156358,4.585421052601305,0,0
naive_consensus,phat_gt_0.99,100000,0.1,0.1,3936,1159,99978.6542631567,-0.00021345736843300984,51.81801052711671,0,0
naive_consensus,phat_gt_0.99,1000000,0.01,1.0,3936,2105,1001760.2395263151,0.0017602395263151265,4.585421052644961,0,0
naive_consensus,phat_gt_0.99,1000000,0.01,0.1,3936,1159,999978.6542631603,-2.134573683969211e-05,51.81801052414812,0,0
naive_consensus,phat_gt_0.99,1000000,0.05,1.0,3936,2105,1001760.2395263151,0.0017602395263151265,4.585421052644961,0,0
naive_consensus,phat_gt_0.99,1000000,0.05,0.1,3936,1159,999978.6542631603,-2.134573683969211e-05,51.81801052414812,0,0
naive_consensus,phat_gt_0.99,1000000,0.1,1.0,3936,2105,1001760.2395263151,0.0017602395263151265,4.585421052644961,0,0
naive_consensus,phat_gt_0.99,1000000,0.1,0.1,3936,1159,999978.6542631603,-2.134573683969211e-05,51.81801052414812,0,0
naive_consensus,general_ev_cheap,1000,0.01,1.0,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000,0.01,0.1,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000,0.05,1.0,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000,0.05,0.1,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000,0.1,1.0,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000,0.1,0.1,0,0,1000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.01,1.0,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.01,0.1,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.05,1.0,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.05,0.1,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.1,1.0,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,10000,0.1,0.1,0,0,10000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.01,1.0,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.01,0.1,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.05,1.0,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.05,0.1,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.1,1.0,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,100000,0.1,0.1,0,0,100000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.01,1.0,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.01,0.1,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.05,1.0,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.05,0.1,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.1,1.0,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_cheap,1000000,0.1,0.1,0,0,1000000.0,0.0,0.0,0,0
naive_consensus,general_ev_late,1000,0.01,1.0,1454,463,943.5921532547204,-0.056407846745279586,56.40784674527981,0,632
naive_consensus,general_ev_late,1000,0.01,0.1,1454,282,923.7483172512722,-0.07625168274872783,76.25168274872783,0,516
naive_consensus,general_ev_late,1000,0.05,1.0,1454,448,1232.7866054551337,0.23278660545513366,4.567157894736738,0,653
naive_consensus,general_ev_late,1000,0.05,0.1,1454,261,972.9733465017416,-0.027026653498258384,33.958171997602676,0,625
naive_consensus,general_ev_late,1000,0.1,1.0,1454,445,1406.1012621052676,0.40610126210526754,4.567157894736511,0,659
naive_consensus,general_ev_late,1000,0.1,0.1,1454,260,979.9060967811615,-0.02009390321883848,33.65947368421189,0,627
naive_consensus,general_ev_late,10000,0.01,1.0,1454,526,10444.850880667773,0.04448508806677728,4.567157894734919,0,529
naive_consensus,general_ev_late,10000,0.01,0.1,1454,393,9992.462598736798,-0.00075374012632019,33.65947368421439,0,39
naive_consensus,general_ev_late,10000,0.05,1.0,1454,520,10448.328789473677,0.044832878947367684,4.567157894734919,0,536
naive_consensus,general_ev_late,10000,0.05,0.1,1454,393,9992.343036842092,-0.0007656963157907739,33.65947368421439,0,39
naive_consensus,general_ev_late,10000,0.1,1.0,1454,520,10448.328789473677,0.044832878947367684,4.567157894734919,0,536
naive_consensus,general_ev_late,10000,0.1,0.1,1454,393,9992.343036842092,-0.0007656963157907739,33.65947368421439,0,39
naive_consensus,general_ev_late,100000,0.01,1.0,1454,868,100622.48305263117,0.0062248305263117075,4.567157894722186,0,0
naive_consensus,general_ev_late,100000,0.01,0.1,1454,402,99992.44157368387,-7.558426316129043e-05,33.65947368439811,0,0
